Asset,Target,Group,Freq,Horizon,ControlSet,Method,Type,RMSE,MAE,MAPE,R2
USD/JPY,USDJPY,B,D,21,Baseline (no Z),Prophet,Baseline,,,,
USD/JPY,USDJPY,B,D,21,Baseline (no Z),RandomForest,Baseline,0.914377,0.681563,98901579.7405,-0.02
USD/JPY,USDJPY,B,D,21,Baseline (no Z),LSTM,Baseline,23.218604,19.960631,13.2488,-9.7473
CPI,CPI,C,ME,1,Baseline (no Z),ARIMA,Baseline,0.404415,0.337135,4955784882.7508,0.0102
CPI,CPI,C,ME,1,Baseline (no Z),Prophet,Baseline,,,,
CPI,CPI,C,ME,1,Baseline (no Z),RandomForest,Baseline,0.482944,0.408282,4239583967.9074,-0.3691
CPI,CPI,C,ME,1,Baseline (no Z),LSTM,Baseline,8.668067,8.359086,2.6317,-0.3207
CPI,CPI,C,ME,3,Baseline (no Z),ARIMA,Baseline,0.432861,0.363685,5658557144.7766,-0.1339
CPI,CPI,C,ME,3,Baseline (no Z),Prophet,Baseline,,,,
CPI,CPI,C,ME,3,Baseline (no Z),RandomForest,Baseline,0.468374,0.385612,3334144283.2864,-0.251
CPI,CPI,C,ME,3,Baseline (no Z),LSTM,Baseline,9.690537,9.530577,3.0014,-0.8754
CPI,CPI,C,ME,6,Baseline (no Z),ARIMA,Baseline,0.432861,0.363685,5658557144.7766,-0.1339
CPI,CPI,C,ME,6,Baseline (no Z),Prophet,Baseline,,,,
CPI,CPI,C,ME,6,Baseline (no Z),RandomForest,Baseline,0.401339,0.326673,4791299148.6245,0.0815
CPI,CPI,C,ME,6,Baseline (no Z),LSTM,Baseline,7.976125,7.640517,2.3915,-0.5771
IndProd,IndProd,C,ME,1,Baseline (no Z),ARIMA,Baseline,0.627251,0.511515,0.5074,0.4538
IndProd,IndProd,C,ME,1,Baseline (no Z),Prophet,Baseline,,,,
IndProd,IndProd,C,ME,1,Baseline (no Z),RandomForest,Baseline,0.763764,0.631258,0.6247,0.2303
IndProd,IndProd,C,ME,1,Baseline (no Z),LSTM,Baseline,0.897755,0.706011,0.6968,-0.1189
IndProd,IndProd,C,ME,3,Baseline (no Z),ARIMA,Baseline,0.7898,0.669677,0.6617,0.134
IndProd,IndProd,C,ME,3,Baseline (no Z),Prophet,Baseline,,,,
IndProd,IndProd,C,ME,3,Baseline (no Z),RandomForest,Baseline,1.195002,0.944308,0.934,-0.8741
IndProd,IndProd,C,ME,3,Baseline (no Z),LSTM,Baseline,1.009403,0.806836,0.7958,-0.3443
IndProd,IndProd,C,ME,6,Baseline (no Z),ARIMA,Baseline,1.088699,0.946171,0.9337,-0.6455
IndProd,IndProd,C,ME,6,Baseline (no Z),Prophet,Baseline,,,,
IndProd,IndProd,C,ME,6,Baseline (no Z),RandomForest,Baseline,1.011627,0.74778,0.7416,-0.3431
IndProd,IndProd,C,ME,6,Baseline (no Z),LSTM,Baseline,0.873915,0.716631,0.7087,0.0564
UMCSENT,UMCSENT,C,ME,1,Baseline (no Z),ARIMA,Baseline,4.182202,3.232432,91.8919,-0.0012
UMCSENT,UMCSENT,C,ME,1,Baseline (no Z),Prophet,Baseline,,,,
UMCSENT,UMCSENT,C,ME,1,Baseline (no Z),RandomForest,Baseline,4.112621,3.062103,2020877514.9412,0.0483
UMCSENT,UMCSENT,C,ME,1,Baseline (no Z),LSTM,Baseline,6.856673,5.508463,8.5584,0.2778
UMCSENT,UMCSENT,C,ME,3,Baseline (no Z),ARIMA,Baseline,4.182202,3.232432,91.8919,-0.0012
UMCSENT,UMCSENT,C,ME,3,Baseline (no Z),Prophet,Baseline,,,,
UMCSENT,UMCSENT,C,ME,3,Baseline (no Z),RandomForest,Baseline,3.988866,2.970945,3587495589.5607,0.0884
UMCSENT,UMCSENT,C,ME,3,Baseline (no Z),LSTM,Baseline,7.565428,6.310797,9.7341,0.1581
UMCSENT,UMCSENT,C,ME,6,Baseline (no Z),ARIMA,Baseline,4.182202,3.232432,91.8919,-0.0012
UMCSENT,UMCSENT,C,ME,6,Baseline (no Z),Prophet,Baseline,,,,
UMCSENT,UMCSENT,C,ME,6,Baseline (no Z),RandomForest,Baseline,4.114924,3.123511,3703759889.5395,0.0299
UMCSENT,UMCSENT,C,ME,6,Baseline (no Z),LSTM,Baseline,7.991758,6.910249,10.8839,0.1116
Bitcoin,BTC,D,D,1,Baseline (no Z),ARIMA,Baseline,2135.585438,1535.133643,122.9042,-0.003
Bitcoin,BTC,D,D,1,Baseline (no Z),Prophet,Baseline,,,,
Bitcoin,BTC,D,D,1,Baseline (no Z),RandomForest,Baseline,2152.670873,1547.830265,136.8062,-0.0149
Bitcoin,BTC,D,D,1,Baseline (no Z),LSTM,Baseline,10963.610482,8751.676286,10.2551,0.5176
Bitcoin,BTC,D,D,5,Baseline (no Z),ARIMA,Baseline,2136.730933,1535.025081,114.4039,-0.004
Bitcoin,BTC,D,D,5,Baseline (no Z),Prophet,Baseline,,,,
Bitcoin,BTC,D,D,5,Baseline (no Z),RandomForest,Baseline,2149.681907,1548.355983,174.301,-0.0121
Bitcoin,BTC,D,D,5,Baseline (no Z),LSTM,Baseline,11922.7802,9241.606198,10.988,0.4333
Bitcoin,BTC,D,D,21,Baseline (no Z),ARIMA,Baseline,2136.730932,1535.025104,114.4038,-0.004
Bitcoin,BTC,D,D,21,Baseline (no Z),Prophet,Baseline,,,,
Bitcoin,BTC,D,D,21,Baseline (no Z),RandomForest,Baseline,2145.116149,1550.41824,150.1781,-0.0008
Bitcoin,BTC,D,D,21,Baseline (no Z),LSTM,Baseline,24279.067111,19744.760749,23.086,-1.2701
Ethereum,ETH,D,D,1,Baseline (no Z),ARIMA,Baseline,114.605548,78.359525,538.5164,-0.005
Ethereum,ETH,D,D,1,Baseline (no Z),Prophet,Baseline,,,,
Ethereum,ETH,D,D,1,Baseline (no Z),RandomForest,Baseline,115.926074,79.027459,690.5029,-0.0254
Ethereum,ETH,D,D,1,Baseline (no Z),LSTM,Baseline,510.449957,423.342559,17.0571,0.6516
Ethereum,ETH,D,D,5,Baseline (no Z),ARIMA,Baseline,114.352153,78.289736,100.0014,-0.0006
Ethereum,ETH,D,D,5,Baseline (no Z),Prophet,Baseline,,,,
Ethereum,ETH,D,D,5,Baseline (no Z),RandomForest,Baseline,115.921742,79.203493,1033.3313,-0.0253
Ethereum,ETH,D,D,5,Baseline (no Z),LSTM,Baseline,688.535375,574.972425,24.7269,0.3707
Ethereum,ETH,D,D,21,Baseline (no Z),ARIMA,Baseline,114.352151,78.289736,100.0,-0.0006
Ethereum,ETH,D,D,21,Baseline (no Z),Prophet,Baseline,,,,
Ethereum,ETH,D,D,21,Baseline (no Z),RandomForest,Baseline,114.499638,78.542815,3332.8488,0.0056
Ethereum,ETH,D,D,21,Baseline (no Z),LSTM,Baseline,934.675056,804.602116,35.0166,-0.1202
